Category,Function,Line Number,File Path,Solidity File Name,Line Content
SWC-114-Transaction Order Dependence,approve,L63 - L66,DAppSCAN-source/contracts/QuillAudits-Amplify Smart Contract/contracts-d8af5f11f3b6ab59d09a56ebc229012900dc1cc8/protocol/contracts/ERC20/ERC20.sol,ERC20.sol,"function approve(address spender, uint amount) public virtual override returns (bool) {"
SWC-116-Block values as a proxy for time,getBlockTimestamp,L330,DAppSCAN-source/contracts/QuillAudits-Amplify Smart Contract/contracts-d8af5f11f3b6ab59d09a56ebc229012900dc1cc8/protocol/contracts/Liquidity/Pool.sol,Pool.sol,return block.timestamp;
SWC-128-DoS With Block Gas Limit,getSnapshot,L181 - L193,DAppSCAN-source/contracts/QuillAudits-Amplify Smart Contract/contracts-d8af5f11f3b6ab59d09a56ebc229012900dc1cc8/protocol/contracts/Vesting/Vesting.sol,Vesting.sol,for(uint8 i=0; i < entryIdsByRecipient[account].length; i++) {
SWC-128-DoS With Block Gas Limit,createEntries,"L99, L111, L153, L180, L211",DAppSCAN-source/contracts/QuillAudits-Amplify Smart Contract (vesting)/contracts-d8af5f11f3b6ab59d09a56ebc229012900dc1cc8/Vesting.sol,Vesting.sol,for(uint8 i=0; i < _entries.length; i++) {
SWC-116-Block values as a proxy for time,getBlockTimestamp,L218,DAppSCAN-source/contracts/QuillAudits-Amplify Smart Contract (vesting)/contracts-d8af5f11f3b6ab59d09a56ebc229012900dc1cc8/Vesting.sol,Vesting.sol,return block.timestamp;
SWC-119-Shadowing State Variables,userOwnsTheLock,L108-110,DAppSCAN-source/contracts/QuillAudits-Amplify voting Smart Contract/contracts-9dd44ac15cb66685a5beb038065f1673bcd6a8bb/Voting.sol,Voting.sol,"function userOwnsTheLock(Lock memory _lock, address owner) internal pure returns (bool) {"
SWC-108-State Variable Default Visibility,N/A,L35,DAppSCAN-source/contracts/QuillAudits-Amplify_Child_Token_Smart_Contract/contracts-31526ea5e5c5a1c308d0065aab1f57ec8d765fc6/AMPTChild.sol,AMPTChild.sol,address deployer;
SWC-102-Outdated Compiler Version,N/A,L5,DAppSCAN-source/contracts/QuillAudits-April Smart Contract/code/BEP20Token.sol,BEP20Token.sol,pragma solidity 0.5.16;
SWC-103-Floating Pragma,N/A,L4,DAppSCAN-source/contracts/QuillAudits-AQEX Token Smart Contract/erc-20-token-3628abfa6ea2636866f7d5ad1f8cc570b0d5bb1b/Token.sol,Token.sol,pragma solidity ^0.8.0;
SWC-103-Floating Pragma,N/A,L5,DAppSCAN-source/contracts/QuillAudits-ASVA Smart Contract/code/code.sol,code.sol,// SWC-102-Outdated Compiler Version: L6
SWC-102-Outdated Compiler Version,N/A,L6,DAppSCAN-source/contracts/QuillAudits-ASVA Smart Contract/code/code.sol,code.sol,pragma solidity >=0.6.0 <0.8.0;
SWC-135-Code With No Effects,N/A,L975 - L981,DAppSCAN-source/contracts/QuillAudits-ASVA Smart Contract/code/code.sol,code.sol,// SWC-135-Code With No Effects: L975 - L981
SWC-102-Outdated Compiler Version,N/A,L3,DAppSCAN-source/contracts/QuillAudits-Avatar Art Market Smart Contract/contracts-83897b4075720fe76524d3face58cfebd6bfe667/contracts/AvatarArtArtistKYC.sol,AvatarArtArtistKYC.sol,pragma solidity ^0.8.0;
SWC-135-Code With No Effects,N/A,L12,DAppSCAN-source/contracts/QuillAudits-Avatar Art Market Smart Contract/contracts-83897b4075720fe76524d3face58cfebd6bfe667/contracts/AvatarArtArtistKYC.sol,AvatarArtArtistKYC.sol,// SWC-135-Code With No Effects: L12
SWC-103-Floating Pragma,N/A,L7,DAppSCAN-source/contracts/QuillAudits-AVX Smart Contract/code/code.sol,code.sol,pragma solidity ^0.8.6;
SWC-101-Integer Overflow and Underflow,advisorShareWithdraw,L166 - L168,DAppSCAN-source/contracts/QuillAudits-B-Cube-B-Cube/b-cube-ico-451e249a7200ea094fdfa1baa1a50cb7b17233f2/contracts/Treasury.sol,Treasury.sol,if (now >= listingTime + 104 weeks) allowance = increase * 4;
SWC-119-Shadowing State Variables,N/A,L12,DAppSCAN-source/contracts/QuillAudits-Backed Smart Contract/backed-token-contracts-de0d6e6e8484f6147322538d0ab2a77091beb7ba/contracts/BackedToken.sol,BackedToken.sol,address private _owner;
SWC-100-Function Default Visibility,unlock,L28,DAppSCAN-source/contracts/QuillAudits-Backed Smart Contract/backed-token-contracts-de0d6e6e8484f6147322538d0ab2a77091beb7ba/contracts/BackedToken.sol,BackedToken.sol,// SWC-100-Function Default Visibility: L28
SWC-102-Outdated Compiler Version,N/A,L10,DAppSCAN-source/contracts/QuillAudits-BasketCoin Smart Contract/code/BsktLPPool.sol,BsktLPPool.sol,pragma solidity ^0.5.0;
SWC-103-Floating Pragma,N/A,L10,DAppSCAN-source/contracts/QuillAudits-BasketCoin Smart Contract/code/BsktLPPool.sol,BsktLPPool.sol,pragma solidity ^0.5.0;
SWC-135-Code With No Effects,N/A,"L350, L356-359",DAppSCAN-source/contracts/QuillAudits-BasketCoin Smart Contract/code/BsktLPPool.sol,BsktLPPool.sol,uint256 public rewardPerTokenStored;
SWC-116-Block values as a proxy for time,checkStart,L363,DAppSCAN-source/contracts/QuillAudits-BasketCoin Smart Contract/code/BsktLPPool.sol,BsktLPPool.sol,require(
SWC-102-Outdated Compiler Version,N/A,L2,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/BCubePublicSale.sol,BCubePublicSale.sol,pragma solidity 0.5.17;
SWC-120-Weak Sources of Randomness from Chain Attributes,isOpen,L162,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/BCubePublicSale.sol,BCubePublicSale.sol,// solhint-disable-next-line not-rely-on-time
SWC-120-Weak Sources of Randomness from Chain Attributes,setPrivateAllocation,L173,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/BCubePublicSale.sol,BCubePublicSale.sol,onlyWhitelistAdmin {
SWC-107-Reentrancy,buyBcubeUsingUSDT,L264 - L278,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0/contracts/BCubePublicSale.sol,BCubePublicSale.sol,
SWC-103-Floating Pragma,N/A,L70,DAppSCAN-source/contracts/QuillAudits-biffy_love_audit.pdf/code/Etherscan-0x98a56c7b03eedb7acc46308611561622e51ec13a.sol,Etherscan-0x98a56c7b03eedb7acc46308611561622e51ec13a.sol,pragma solidity ^0.5.0;
SWC-135-Code With No Effects,sendValue,L407-430,DAppSCAN-source/contracts/QuillAudits-biffy_love_audit.pdf/code/Etherscan-0x98a56c7b03eedb7acc46308611561622e51ec13a.sol,Etherscan-0x98a56c7b03eedb7acc46308611561622e51ec13a.sol,library Math {
SWC-104-Unchecked Call Return Value,transfer,// SWC-104-Unchecked Call Return Value,DAppSCAN-source/contracts/QuillAudits-biffy_love_audit.pdf/code/Etherscan-0x98a56c7b03eedb7acc46308611561622e51ec13a.sol,Etherscan-0x98a56c7b03eedb7acc46308611561622e51ec13a.sol,N/A
SWC-113-DoS with Failed Call,_sellAndDistributeAccumulatedTKNFee,L167,DAppSCAN-source/contracts/QuillAudits-Big League Smart Contract/code/StandardToken.sol,StandardToken.sol,function _sellAndDistributeAccumulatedTKNFee() internal swapping {
SWC-100-Function Default Visibility,transfer,L121,DAppSCAN-source/contracts/QuillAudits-BigDog Smart Contract/code/StandardToken.sol,StandardToken.sol,"function transfer(address _to, uint256 _value) public whenNotPaused returns (bool) {"
SWC-100-Function Default Visibility,approve,L105,DAppSCAN-source/contracts/QuillAudits-Binamon Energy Smart Contract/code/BNRG.sol,BNRG.sol,"function approve(address delegate, uint256 numTokens) public override returns (bool) {"
SWC-100-Function Default Visibility,approve,L104,DAppSCAN-source/contracts/QuillAudits-Binamon Z1 Smart Contract/code/BMON_Z1.sol,BMON_Z1.sol,"function approve(address delegate, uint256 numTokens) public override returns (bool) {"
SWC-100-Function Default Visibility,owner,L113,DAppSCAN-source/contracts/QuillAudits-Bitbook Smart Contract V2/code/BitBookStake.sol,BitBookStake.sol,function owner() public view returns (address) {
SWC-100-Function Default Visibility,set,L926,DAppSCAN-source/contracts/QuillAudits-Bitbook Staking Smart Contracts V2/code/BitBookStaking.sol,BitBookStaking.sol,function set(
SWC-119-Shadowing State Variables,OwnershipTransferred,L404,DAppSCAN-source/contracts/QuillAudits-BitDiamond Smart Contract/code/bitdiamond.sol,bitdiamond.sol,address private _owner;
SWC-135-Code With No Effects,N/A,L460,DAppSCAN-source/contracts/QuillAudits-BitDiamond Smart Contract/code/bitdiamond.sol,bitdiamond.sol,mapping (address => uint256) private _tOwned;
SWC-116-Block values as a proxy for time,sendTokens,L72,DAppSCAN-source/contracts/QuillAudits-BitSliced Smart Contract/SLICED-Smart-Contract-d243190125c15dbe9628a844f764a5d0e484f3a0/Sliced.sol,Sliced.sol,"require(block.timestamp>=lastTransferDate+duration,""SLICED::You already transfered tokens this month"");"
SWC-103-Floating Pragma,N/A,L10,DAppSCAN-source/contracts/QuillAudits-Bollycoin staking Smart Contract/code/Bollystake.sol,Bollystake.sol,pragma solidity ^0.8.0;
SWC-100-Function Default Visibility,N/A,L772,DAppSCAN-source/contracts/QuillAudits-Bollycoin staking Smart Contract/code/Bollystake.sol,Bollystake.sol,function set_owner(address _owner) public {
SWC-135-Code With No Effects,N/A,L846,DAppSCAN-source/contracts/QuillAudits-BollyStake Smart Contract (new)/code/Bollystake.sol,Bollystake.sol,mapping(address => locked) users;
SWC-108-State Variable Default Visibility,N/A,L846-847,DAppSCAN-source/contracts/QuillAudits-BollyStake Smart Contract (new)/code/Bollystake.sol,Bollystake.sol,mapping(address => locked) users;
SWC-116-Block values as a proxy for time,relock_stake,L1022,DAppSCAN-source/contracts/QuillAudits-BollyStake Smart Contract (new)/code/Bollystake.sol,Bollystake.sol,uint256 expired_amount = expired_stakes(msg.sender);
SWC-101-Integer Overflow and Underflow,_governanceTokenPrice,L148,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/Investment.sol,Investment.sol,return amount.mul(10**(18 - decimals + GOVERNANCE_TOKEN_PRICE_DECIMALS)).div(governanceTokenPrice);
SWC-135-Code With No Effects,price,L189,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/Market.sol,Market.sol,if (address(productToken) != currency) {
SWC-122-Lack of Proper Signature Verification,put,L89,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/depositary/RealAssetDepositaryBalanceView.sol,RealAssetDepositaryBalanceView.sol,) external onlyAllowed {
SWC-107-Reentrancy,_payToRecipients,L228,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/profit/ProfitSplitter.sol,ProfitSplitter.sol,"incoming.safeTransfer(recipient, amount);"
SWC-101-Integer Overflow and Underflow,_governanceTokenPrice,L148,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-88680691fe8d872c5fc26e9500d19cf7caaa9861/contracts/Investment.sol,Investment.sol,return amount.mul(10**(18 - decimals + GOVERNANCE_TOKEN_PRICE_DECIMALS)).div(governanceTokenPrice);
SWC-135-Code With No Effects,addDepositary,L50 - L71,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-88680691fe8d872c5fc26e9500d19cf7caaa9861/contracts/depositary/AgregateDepositaryBalanceView.sol,AgregateDepositaryBalanceView.sol,function addDepositary(address depositary) external onlyOwner {
SWC-107-Reentrancy,_payToRecipients,L228,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-88680691fe8d872c5fc26e9500d19cf7caaa9861/contracts/profit/ProfitSplitter.sol,ProfitSplitter.sol,"incoming.safeTransfer(recipient, amount);"
SWC-103-Floating Pragma,N/A,L5,DAppSCAN-source/contracts/QuillAudits-Bridge Network Smart Contract/bridgeToken-9636c155e8fcfff5cda8b609a77c7d4527b5b402/bridgeToken.sol,bridgeToken.sol,pragma solidity ^0.8.0;
SWC-100-Function Default Visibility,transferOwnership,L172,DAppSCAN-source/contracts/QuillAudits-Bridge Network Smart Contract/bridgeToken-9636c155e8fcfff5cda8b609a77c7d4527b5b402/bridgeToken.sol,bridgeToken.sol,function renounceOwnership() public virtual onlyOwner {
SWC-135-Code With No Effects,_approve,L485-500,DAppSCAN-source/contracts/QuillAudits-Bridge Network Smart Contract/bridgeToken-9636c155e8fcfff5cda8b609a77c7d4527b5b402/bridgeToken.sol,bridgeToken.sol,"function _burn(address account, uint256 amount) internal virtual {"
SWC-103-Floating Pragma,N/A,L5,DAppSCAN-source/contracts/QuillAudits-BscDragon Smart Contract/bridgeToken-9636c155e8fcfff5cda8b609a77c7d4527b5b402/bridgeToken.sol,bridgeToken.sol,pragma solidity ^0.8.0;
SWC-135-Code With No Effects,_msgData,L117,DAppSCAN-source/contracts/QuillAudits-BscDragon Smart Contract/bridgeToken-9636c155e8fcfff5cda8b609a77c7d4527b5b402/bridgeToken.sol,bridgeToken.sol,function _msgData() internal view virtual returns (bytes calldata) {
SWC-100-Function Default Visibility,symbol,"L249, L257",DAppSCAN-source/contracts/QuillAudits-BscDragon Smart Contract/bridgeToken-9636c155e8fcfff5cda8b609a77c7d4527b5b402/bridgeToken.sol,bridgeToken.sol,function name() public view virtual override returns (string memory) {
SWC-135-Code With No Effects,_burn,L485,DAppSCAN-source/contracts/QuillAudits-BscDragon Smart Contract/bridgeToken-9636c155e8fcfff5cda8b609a77c7d4527b5b402/bridgeToken.sol,bridgeToken.sol,"function _burn(address account, uint256 amount) internal virtual {"
SWC-102-Outdated Compiler Version,N/A,L7,DAppSCAN-source/contracts/QuillAudits-BsktEthLPPool Smart Contract/code/BsktEthLPPool.sol,BsktEthLPPool.sol,pragma solidity 0.5.0;
SWC-116-Block values as a proxy for time,updateReward,"L400, L417",DAppSCAN-source/contracts/QuillAudits-BsktEthLPPool Smart Contract/code/BsktEthLPPool.sol,BsktEthLPPool.sol,"block.timestamp >= starttime,"
SWC-107-Reentrancy,exit,L459-462,DAppSCAN-source/contracts/QuillAudits-BsktEthLPPool Smart Contract/code/BsktEthLPPool.sol,BsktEthLPPool.sol,function exit() nonReentrant external {
SWC-102-Outdated Compiler Version,N/A,L1,DAppSCAN-source/contracts/QuillAudits-Burst Token Smart Contract/BURST-Token-33b0e2e7ec14828e000ae95e7d4cef77e0796acd/burst.sol,burst.sol,pragma solidity ^0.5.0;
SWC-103-Floating Pragma,N/A,L1,DAppSCAN-source/contracts/QuillAudits-Burst Token Smart Contract/BURST-Token-33b0e2e7ec14828e000ae95e7d4cef77e0796acd/burst.sol,burst.sol,pragma solidity ^0.5.0;
SWC-101-Integer Overflow and Underflow,totalSupply,L60,DAppSCAN-source/contracts/QuillAudits-Burst Token Smart Contract/BURST-Token-33b0e2e7ec14828e000ae95e7d4cef77e0796acd/burst.sol,burst.sol,function totalSupply() public view returns (uint) {
SWC-114-Transaction Order Dependence,approve,L71-75,DAppSCAN-source/contracts/QuillAudits-Burst Token Smart Contract/BURST-Token-33b0e2e7ec14828e000ae95e7d4cef77e0796acd/burst.sol,burst.sol,//SWC-114-Transaction Order Dependence: L71-75
SWC-135-Code With No Effects,decimals,L368-370,DAppSCAN-source/contracts/QuillAudits-Buttercup Smart Contract/BEP20Token/BEP20Token.sol,BEP20Token.sol,function getOwner() external view returns (address) {
SWC-135-Code With No Effects,_approve,L557-563,DAppSCAN-source/contracts/QuillAudits-Buttercup Smart Contract/BEP20Token/BEP20Token.sol,BEP20Token.sol,"function _burn(address account, uint256 amount) internal {"
SWC-135-Code With No Effects,_burnFrom,L592-595,DAppSCAN-source/contracts/QuillAudits-Buttercup Smart Contract/BEP20Token/BEP20Token.sol,BEP20Token.sol,"function _burnFrom(address account, uint256 amount) internal {"
SWC-135-Code With No Effects,getCTokenBalanceInternal,L410,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/CCollateralCapErc20.sol,CCollateralCapErc20.sol,if (isCollateralTokenInit[account]) {
SWC-131-Presence of unused variables,_becomeImplementation,L23,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/CCollateralCapErc20Delegate.sol,CCollateralCapErc20Delegate.sol,data;
SWC-131-Presence of unused variables,_becomeImplementation,L27 - L29,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/CCollateralCapErc20Delegate.sol,CCollateralCapErc20Delegate.sol,if (false) {
SWC-131-Presence of unused variables,mintAllowed,L240,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/Comptroller.sol,Comptroller.sol,minter;
SWC-135-Code With No Effects,mintVerify,L274,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/Comptroller.sol,Comptroller.sol,//  SWC-135-Code With No Effects: L274
SWC-135-Code With No Effects,borrowVerify,L412,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/Comptroller.sol,Comptroller.sol,//  SWC-135-Code With No Effects: L412
SWC-135-Code With No Effects,repayBorrowVerify,L462,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/Comptroller.sol,Comptroller.sol,//  SWC-135-Code With No Effects: L462
SWC-135-Code With No Effects,liquidateBorrowVerify,L530,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/Comptroller.sol,Comptroller.sol,//  SWC-135-Code With No Effects: L530
SWC-135-Code With No Effects,seizeVerify,L596,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/Comptroller.sol,Comptroller.sol,//  SWC-135-Code With No Effects: L596
SWC-135-Code With No Effects,transferVerify,L644,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/Comptroller.sol,Comptroller.sol,* @notice Validates transfer and reverts on rejection. May emit logs.
SWC-126-Insufficient Gas Griefing,claimComp,L1266,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Compound Protocol/compound-protocol-23a4ae93adc70334553f5a83429a4e967c1eefaa/contracts/Comptroller.sol,Comptroller.sol,/**
SWC-107-Reentrancy,gulp,L133,DAppSCAN-source/contracts/QuillAudits-C.R.E.A.M. Finance-Flashloan/compound-protocol-e414160eb8a774140457c885bb099baae528df04/contracts/CCapableErc20.sol,CCapableErc20.sol,function gulp() external {
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/QuillAudits-Catharsis Smart Contract/catharsis-vesting-22d1bb2e234b79b10c33a4ec76ce2a98d2825364/contracts/Vesting.sol,Vesting.sol,pragma solidity ^0.8.4;
SWC-135-Code With No Effects,lockBatch,L149,DAppSCAN-source/contracts/QuillAudits-Catharsis Smart Contract/catharsis-vesting-22d1bb2e234b79b10c33a4ec76ce2a98d2825364/contracts/Vesting.sol,Vesting.sol,} else if (_input[i].unlockAt.length == 0) {
SWC-103-Floating Pragma,N/A,"L1, all contract",DAppSCAN-source/contracts/QuillAudits-Ceres Token Smart Contract/Bridge/Bridge.sol,Bridge.sol,pragma solidity ^0.7.4;
SWC-119-Shadowing State Variables,_functionCallWithValue,L410-412,DAppSCAN-source/contracts/QuillAudits-Champions League Smart Contract/CLEToken/CLEToken.sol,CLEToken.sol,// The easiest way to bubble the revert reason is using memory via assembly
SWC-126-Insufficient Gas Griefing,includeInReward,L887-898,DAppSCAN-source/contracts/QuillAudits-Champions League Smart Contract/CLEToken/CLEToken.sol,CLEToken.sol,function includeInReward(address account) external onlyOwner() {
SWC-102-Outdated Compiler Version,N/A,L3,DAppSCAN-source/contracts/QuillAudits-Checkdot Smart Contract/CheckdotERC20Contract-8a47ef13ace93e0bd473fb1c3893790569a2adc8/contracts/CheckDot.sol,CheckDot.sol,pragma solidity ^0.8.0;
